OBJECTID,TRACTCE10,POP,LATPOP_D,WHIPOP_D,BLAPOP_D,AMIPOP_D,ASIPOP_D,HPIPOP_D,OTHPOP_D,MMRPOP_D,VAP,LATVAP_D,WHIVAP_D,BLAVAP_D,AMIVAP_D,ASIVAP_D,HPIVAP_D,OTHVAP_D,MMRVAP_D,H0010001,H0010002,H0010003,TOOLTIP,NLA_URL
905,273200,3711,1281,1769,441,22,88,2,12,96,3138,959,1644,352,17,78,2,10,76,1710,1586,124,Tract: 2732.00\nTotal Population: 3711,navigatela/reports/census_tracts_2010.cfm?PK=273200
906,273300,3695,1213,1830,380,7,113,10,12,130,3084,873,1684,297,7,106,10,11,96,1775,1639,136,Tract: 2733.00\nTotal Population: 3695,navigatela/reports/census_tracts_2010.cfm?PK=273300
907,273402,3172,312,2463,110,12,143,7,22,103,3002,277,2360,106,12,138,5,20,84,2387,2095,292,Tract: 2734.02\nTotal Population: 3172,navigatela/reports/census_tracts_2010.cfm?PK=273402
908,273502,2884,273,2249,93,13,124,4,10,118,2675,235,2116,84,12,122,4,10,92,1954,1765,189,Tract: 2735.02\nTotal Population: 2884,navigatela/reports/census_tracts_2010.cfm?PK=273502
909,273600,2413,413,1727,82,8,90,2,20,71,2000,331,1460,67,7,83,2,12,38,1242,1149,93,Tract: 2736.00\nTotal Population: 2413,navigatela/reports/census_tracts_2010.cfm?PK=273600
910,273700,2801,661,1845,49,8,126,4,8,100,2332,524,1566,47,6,118,4,7,60,1304,1245,59,Tract: 2737.00\nTotal Population: 2801,navigatela/reports/census_tracts_2010.cfm?PK=273700
911,273800,3107,602,2081,86,16,208,3,17,94,2709,496,1866,76,12,187,3,12,57,1651,1569,82,Tract: 2738.00\nTotal Population: 3107,navigatela/reports/census_tracts_2010.cfm?PK=273800
912,273902,4227,383,3376,128,4,182,12,12,130,3759,308,3067,112,4,169,8,9,82,2537,2306,231,Tract: 2739.02\nTotal Population: 4227,navigatela/reports/census_tracts_2010.cfm?PK=273902
913,274100,4418,430,2965,216,4,601,13,13,176,3930,352,2692,179,4,562,10,8,123,2563,2333,230,Tract: 2741.00\nTotal Population: 4418,navigatela/reports/census_tracts_2010.cfm?PK=274100
914,274202,4337,274,3560,152,4,215,2,4,126,3963,249,3282,137,4,202,2,4,83,2815,2438,377,Tract: 2742.02\nTotal Population: 4337,navigatela/reports/census_tracts_2010.cfm?PK=274202
915,275101,1177,331,490,86,2,201,13,6,48,982,254,436,65,2,178,10,6,31,506,482,24,Tract: 2751.01\nTotal Population: 1177,navigatela/reports/census_tracts_2010.cfm?PK=275101
916,275102,4226,2835,837,96,4,337,27,11,79,3133,1913,752,87,4,300,17,11,49,1395,1326,69,Tract: 2751.02\nTotal Population: 4226,navigatela/reports/census_tracts_2010.cfm?PK=275102
917,275200,3887,1922,1201,196,8,430,13,18,99,3107,1373,1081,156,8,392,11,15,71,1669,1583,86,Tract: 2752.00\nTotal Population: 3887,navigatela/reports/census_tracts_2010.cfm?PK=275200
918,275302,4775,671,3061,219,4,608,9,26,177,4269,539,2830,190,4,563,9,22,112,2659,2522,137,Tract: 2753.02\nTotal Population: 4775,navigatela/reports/census_tracts_2010.cfm?PK=275302
919,275311,4993,1398,2172,162,6,1038,20,17,180,4222,1043,1934,140,6,961,18,10,110,2316,2202,114,Tract: 2753.11\nTotal Population: 4993,navigatela/reports/census_tracts_2010.cfm?PK=275311
920,275400,3349,672,1941,113,7,457,9,21,129,2920,555,1724,102,7,422,8,18,84,1944,1663,281,Tract: 2754.00\nTotal Population: 3349,navigatela/reports/census_tracts_2010.cfm?PK=275400
921,275500,5207,3698,676,322,10,398,25,16,62,3670,2423,586,219,8,351,25,10,48,1688,1643,45,Tract: 2755.00\nTotal Population: 5207,navigatela/reports/census_tracts_2010.cfm?PK=275500
922,275602,6215,668,3128,709,8,1359,14,15,314,5450,559,2861,590,6,1203,14,12,205,3629,3387,242,Tract: 2756.02\nTotal Population: 6215,navigatela/reports/census_tracts_2010.cfm?PK=275602
923,275603,2711,945,946,102,8,599,2,19,90,2259,714,833,89,8,544,2,13,56,1179,1132,47,Tract: 2756.03\nTotal Population: 2711,navigatela/reports/census_tracts_2010.cfm?PK=275603
924,276000,5396,945,3430,191,7,570,9,20,224,4334,694,2872,155,7,486,6,10,104,2267,2184,83,Tract: 2760.00\nTotal Population: 5396,navigatela/reports/census_tracts_2010.cfm?PK=276000
925,276100,5592,808,1123,2761,10,622,11,27,230,4649,630,1047,2225,10,553,9,23,152,2962,2797,165,Tract: 2761.00\nTotal Population: 5592,navigatela/reports/census_tracts_2010.cfm?PK=276100
926,276400,4009,464,2839,104,3,432,8,6,153,3201,315,2331,84,3,378,5,5,80,1586,1539,47,Tract: 2764.00\nTotal Population: 4009,navigatela/reports/census_tracts_2010.cfm?PK=276400
927,276500,5063,933,3061,238,6,502,12,7,304,4749,864,2877,227,5,485,12,4,275,759,738,21,Tract: 2765.00\nTotal Population: 5063,navigatela/reports/census_tracts_2010.cfm?PK=276500
928,276601,3838,450,2522,187,8,496,14,10,151,3207,356,2176,146,8,424,13,7,77,1754,1683,71,Tract: 2766.01\nTotal Population: 3838,navigatela/reports/census_tracts_2010.cfm?PK=276601
929,276603,5252,558,3471,314,10,622,10,21,246,4871,486,3303,281,9,586,9,19,178,3280,3128,152,Tract: 2766.03\nTotal Population: 5252,navigatela/reports/census_tracts_2010.cfm?PK=276603
930,276604,3983,591,2251,374,5,545,15,20,182,3563,489,2048,335,5,511,14,14,147,2287,2071,216,Tract: 2766.04\nTotal Population: 3983,navigatela/reports/census_tracts_2010.cfm?PK=276604
931,277000,5395,753,3569,178,11,613,16,16,239,4277,526,2937,147,7,524,12,14,110,2196,2148,48,Tract: 2770.00\nTotal Population: 5395,navigatela/reports/census_tracts_2010.cfm?PK=277000
932,277100,3004,724,1553,145,4,402,6,14,156,2338,523,1290,116,3,324,5,8,69,1124,1091,33,Tract: 2771.00\nTotal Population: 3004,navigatela/reports/census_tracts_2010.cfm?PK=277100
933,277200,2490,766,511,803,4,246,11,23,126,1942,536,457,616,3,212,9,18,91,1134,1051,83,Tract: 2772.00\nTotal Population: 2490,navigatela/reports/census_tracts_2010.cfm?PK=277200
934,277400,1533,351,125,827,0,159,10,15,46,1105,233,116,607,0,105,9,9,26,728,581,147,Tract: 2774.00\nTotal Population: 1533,navigatela/reports/census_tracts_2010.cfm?PK=277400
935,278001,2458,626,1212,208,2,281,24,13,92,1953,453,1035,152,2,237,16,10,48,1012,963,49,Tract: 2780.01\nTotal Population: 2458,navigatela/reports/census_tracts_2010.cfm?PK=278001
936,278102,3158,282,2465,137,5,154,3,5,107,2822,225,2245,122,5,144,3,5,73,1752,1595,157,Tract: 2781.02\nTotal Population: 3158,navigatela/reports/census_tracts_2010.cfm?PK=278102
937,291110,3510,1477,27,1895,2,22,2,23,62,2423,961,21,1374,1,20,2,11,33,1194,1120,74,Tract: 2911.10\nTotal Population: 3510,navigatela/reports/census_tracts_2010.cfm?PK=291110
938,291120,2210,1465,41,633,1,58,0,3,9,1502,920,39,485,1,49,0,1,7,624,589,35,Tract: 2911.20\nTotal Population: 2210,navigatela/reports/census_tracts_2010.cfm?PK=291120
939,291130,3582,2291,173,668,1,385,11,5,48,2618,1569,155,515,1,336,10,4,28,998,956,42,Tract: 2911.30\nTotal Population: 3582,navigatela/reports/census_tracts_2010.cfm?PK=291130
940,291210,4967,3107,279,672,6,794,28,5,76,3630,2116,248,489,4,696,24,4,49,1504,1427,77,Tract: 2912.10\nTotal Population: 4967,navigatela/reports/census_tracts_2010.cfm?PK=291210
941,291220,3353,2184,152,386,3,563,8,7,50,2439,1455,141,294,2,502,8,1,36,1012,959,53,Tract: 2912.20\nTotal Population: 3353,navigatela/reports/census_tracts_2010.cfm?PK=291220
942,291300,2601,634,428,166,12,1235,20,2,104,2158,449,366,129,11,1127,15,2,59,997,967,30,Tract: 2913.00\nTotal Population: 2601,navigatela/reports/census_tracts_2010.cfm?PK=291300
943,292000,6542,3909,720,861,6,899,29,15,103,4493,2499,611,557,3,739,20,8,56,1949,1805,144,Tract: 2920.00\nTotal Population: 6542,navigatela/reports/census_tracts_2010.cfm?PK=292000
944,293201,6629,3526,1057,302,14,1563,29,26,112,4958,2389,918,207,13,1330,21,14,66,2235,2123,112,Tract: 2932.01\nTotal Population: 6629,navigatela/reports/census_tracts_2010.cfm?PK=293201
945,293202,6742,4702,449,426,13,909,115,22,106,4639,3024,399,295,10,757,78,17,59,1885,1783,102,Tract: 2932.02\nTotal Population: 6742,navigatela/reports/census_tracts_2010.cfm?PK=293202
946,293301,2805,578,785,211,3,1114,19,2,93,2329,424,689,168,3,967,16,2,60,1078,1044,34,Tract: 2933.01\nTotal Population: 2805,navigatela/reports/census_tracts_2010.cfm?PK=293301
947,293302,4720,2109,1145,267,7,1036,40,1,115,3598,1415,987,209,5,880,34,1,67,1569,1524,45,Tract: 2933.02\nTotal Population: 4720,navigatela/reports/census_tracts_2010.cfm?PK=293302
948,293304,4178,2632,634,297,7,476,37,8,87,2973,1744,531,211,5,391,28,3,60,1469,1369,100,Tract: 2933.04\nTotal Population: 4178,navigatela/reports/census_tracts_2010.cfm?PK=293304
949,293306,2189,825,986,110,10,186,13,1,58,1693,562,840,73,7,165,11,1,34,804,780,24,Tract: 2933.06\nTotal Population: 2189,navigatela/reports/census_tracts_2010.cfm?PK=293306
950,293307,2306,1291,356,303,2,284,12,5,53,1707,874,316,224,2,243,10,3,35,905,856,49,Tract: 2933.07\nTotal Population: 2306,navigatela/reports/census_tracts_2010.cfm?PK=293307
951,294110,4140,3571,267,51,5,123,85,3,35,2969,2520,210,41,4,114,52,3,25,1081,1062,19,Tract: 2941.10\nTotal Population: 4140,navigatela/reports/census_tracts_2010.cfm?PK=294110
952,294120,2370,2173,33,125,4,10,6,2,17,1582,1419,25,104,3,10,6,1,14,559,519,40,Tract: 2941.20\nTotal Population: 2370,navigatela/reports/census_tracts_2010.cfm?PK=294120
953,294200,4951,4344,320,46,13,126,33,26,43,3483,2970,292,37,10,105,23,17,29,1359,1309,50,Tract: 2942.00\nTotal Population: 4951,navigatela/reports/census_tracts_2010.cfm?PK=294200
954,294301,2448,1999,219,33,1,134,33,4,25,1816,1420,197,30,1,118,25,4,21,651,638,13,Tract: 2943.01\nTotal Population: 2448,navigatela/reports/census_tracts_2010.cfm?PK=294301
955,294302,4754,4178,287,89,5,113,34,1,47,3278,2785,244,72,4,103,29,1,40,1266,1202,64,Tract: 2943.02\nTotal Population: 4754,navigatela/reports/census_tracts_2010.cfm?PK=294302
956,294410,4579,1875,618,1095,5,781,62,15,128,3168,1204,546,660,4,632,33,10,79,1621,1570,51,Tract: 2944.10\nTotal Population: 4579,navigatela/reports/census_tracts_2010.cfm?PK=294410
957,294421,2950,2093,257,195,2,340,15,7,41,2063,1346,237,155,2,277,11,3,32,952,906,46,Tract: 2944.21\nTotal Population: 2950,navigatela/reports/census_tracts_2010.cfm?PK=294421
958,294510,4214,3916,162,48,3,48,17,2,18,2873,2635,128,32,2,46,14,2,14,1107,1040,67,Tract: 2945.10\nTotal Population: 4214,navigatela/reports/census_tracts_2010.cfm?PK=294510
959,294520,3564,3374,97,34,7,37,3,6,6,2350,2190,83,26,4,33,2,6,6,913,882,31,Tract: 2945.20\nTotal Population: 3564,navigatela/reports/census_tracts_2010.cfm?PK=294520
960,294610,4065,3753,168,44,10,55,10,3,22,2803,2548,148,31,8,42,9,1,16,1162,1120,42,Tract: 2946.10\nTotal Population: 4065,navigatela/reports/census_tracts_2010.cfm?PK=294610
961,294620,4219,4029,62,72,2,29,7,6,12,2907,2767,55,47,2,20,4,4,8,1087,1049,38,Tract: 2946.20\nTotal Population: 4219,navigatela/reports/census_tracts_2010.cfm?PK=294620
962,294701,3019,2630,127,183,11,31,14,2,21,2060,1733,119,146,9,25,8,1,19,965,883,82,Tract: 2947.01\nTotal Population: 3019,navigatela/reports/census_tracts_2010.cfm?PK=294701
963,294810,3991,3721,65,88,3,27,53,6,28,2583,2367,59,71,3,21,41,2,19,1020,964,56,Tract: 2948.10\nTotal Population: 3991,navigatela/reports/census_tracts_2010.cfm?PK=294810
964,294820,3579,3376,85,72,18,17,6,0,5,2273,2105,74,56,11,17,6,0,4,934,902,32,Tract: 2948.20\nTotal Population: 3579,navigatela/reports/census_tracts_2010.cfm?PK=294820
965,294830,3707,3340,114,143,15,41,6,20,28,2375,2102,94,107,11,34,3,7,17,1022,961,61,Tract: 2948.30\nTotal Population: 3707,navigatela/reports/census_tracts_2010.cfm?PK=294830
966,294900,3265,2892,118,149,6,42,40,1,17,2033,1770,100,86,6,35,26,0,10,806,767,39,Tract: 2949.00\nTotal Population: 3265,navigatela/reports/census_tracts_2010.cfm?PK=294900
967,295103,4875,1058,2988,148,11,501,4,7,158,3946,710,2565,120,10,444,3,7,87,2084,2028,56,Tract: 2951.03\nTotal Population: 4875,navigatela/reports/census_tracts_2010.cfm?PK=295103
968,296210,3019,2512,191,213,8,29,14,5,47,2004,1616,157,153,3,28,9,4,34,952,896,56,Tract: 2962.10\nTotal Population: 3019,navigatela/reports/census_tracts_2010.cfm?PK=296210
969,296220,4307,2809,558,492,8,339,12,7,82,3107,1832,532,331,7,322,12,5,66,1788,1625,163,Tract: 2962.20\nTotal Population: 4307,navigatela/reports/census_tracts_2010.cfm?PK=296220
970,296300,4221,1481,1741,267,8,552,10,12,150,3359,1039,1527,211,5,471,8,10,88,1844,1767,77,Tract: 2963.00\nTotal Population: 4221,navigatela/reports/census_tracts_2010.cfm?PK=296300
971,296401,3191,777,1885,122,10,255,7,18,117,2567,541,1604,95,9,224,7,13,74,1397,1338,59,Tract: 2964.01\nTotal Population: 3191,navigatela/reports/census_tracts_2010.cfm?PK=296401
972,296402,3091,1607,1181,91,11,103,3,7,88,2398,1153,1016,68,9,90,2,5,55,1143,1107,36,Tract: 2964.02\nTotal Population: 3091,navigatela/reports/census_tracts_2010.cfm?PK=296402
973,296500,3910,2847,518,357,8,131,5,5,39,2814,1972,426,269,7,105,5,5,25,1339,1245,94,Tract: 2965.00\nTotal Population: 3910,navigatela/reports/census_tracts_2010.cfm?PK=296500
974,296600,5218,3696,939,307,22,147,19,7,81,3850,2558,828,250,16,123,16,5,54,1973,1786,187,Tract: 2966.00\nTotal Population: 5218,navigatela/reports/census_tracts_2010.cfm?PK=296600
975,296901,4127,2492,1007,266,12,191,19,17,123,2955,1625,877,185,11,164,15,9,69,1635,1499,136,Tract: 2969.01\nTotal Population: 4127,navigatela/reports/census_tracts_2010.cfm?PK=296901
976,296902,3851,2080,1265,256,9,142,18,4,77,2918,1404,1121,191,9,121,15,4,53,1703,1582,121,Tract: 2969.02\nTotal Population: 3851,navigatela/reports/census_tracts_2010.cfm?PK=296902
977,297000,5343,1531,3256,150,15,199,12,5,175,4279,1065,2813,109,14,178,5,4,91,2412,2299,113,Tract: 2970.00\nTotal Population: 5343,navigatela/reports/census_tracts_2010.cfm?PK=297000
978,297110,4679,3019,955,383,21,148,44,23,86,3502,2041,898,300,19,133,34,12,65,1727,1553,174,Tract: 2971.10\nTotal Population: 4679,navigatela/reports/census_tracts_2010.cfm?PK=297110
979,297120,3315,2303,609,181,12,138,11,12,49,2343,1497,539,139,9,109,8,6,36,1192,1094,98,Tract: 2971.20\nTotal Population: 3315,navigatela/reports/census_tracts_2010.cfm?PK=297120
980,297201,3475,1927,990,255,16,147,18,13,109,2554,1271,864,184,15,137,10,9,64,1430,1319,111,Tract: 2972.01\nTotal Population: 3475,navigatela/reports/census_tracts_2010.cfm?PK=297201
981,297202,3423,1288,1721,125,11,136,9,10,123,2637,885,1455,91,8,116,6,6,70,1487,1384,103,Tract: 2972.02\nTotal Population: 3423,navigatela/reports/census_tracts_2010.cfm?PK=297202
982,297300,2374,516,1528,107,2,113,16,2,90,1722,359,1140,76,2,94,9,0,42,885,843,42,Tract: 2973.00\nTotal Population: 2374,navigatela/reports/census_tracts_2010.cfm?PK=297300
983,297400,3603,552,2709,68,11,159,0,6,98,3030,387,2365,60,8,150,0,2,58,1657,1578,79,Tract: 2974.00\nTotal Population: 3603,navigatela/reports/census_tracts_2010.cfm?PK=297400
984,297500,5163,1465,3073,187,12,224,12,26,164,4129,987,2658,142,11,200,11,21,99,2221,2080,141,Tract: 2975.00\nTotal Population: 5163,navigatela/reports/census_tracts_2010.cfm?PK=297500
985,297601,2594,699,1300,289,14,133,18,11,130,1948,452,1089,206,12,112,12,10,55,1315,1165,150,Tract: 2976.01\nTotal Population: 2594,navigatela/reports/census_tracts_2010.cfm?PK=297601
986,297602,3503,1130,1871,205,23,152,7,4,111,2865,805,1657,166,19,140,5,4,69,1806,1664,142,Tract: 2976.02\nTotal Population: 3503,navigatela/reports/census_tracts_2010.cfm?PK=297602
987,480703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tract: 4807.03\nTotal Population: 0,navigatela/reports/census_tracts_2010.cfm?PK=480703
988,480704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tract: 4807.04\nTotal Population: 0,navigatela/reports/census_tracts_2010.cfm?PK=480704
989,543905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tract: 5439.05\nTotal Population: 0,navigatela/reports/census_tracts_2010.cfm?PK=543905
990,602900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tract: 6029.00\nTotal Population: 0,navigatela/reports/census_tracts_2010.cfm?PK=602900
991,700501,8,0,7,0,0,0,0,0,1,8,0,7,0,0,0,0,0,1,7,7,0,Tract: 7005.01\nTotal Population: 8,navigatela/reports/census_tracts_2010.cfm?PK=700501
992,701100,44,4,36,3,0,1,0,0,0,34,3,28,2,0,1,0,0,0,17,17,0,Tract: 7011.00\nTotal Population: 44,navigatela/reports/census_tracts_2010.cfm?PK=701100
993,702300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tract: 7023.00\nTotal Population: 0,navigatela/reports/census_tracts_2010.cfm?PK=702300
994,800204,2226,153,1832,26,4,125,0,1,85,1736,99,1451,19,4,107,0,1,55,809,785,24,Tract: 8002.04\nTotal Population: 2226,navigatela/reports/census_tracts_2010.cfm?PK=800204
995,920303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tract: 9203.03\nTotal Population: 0,navigatela/reports/census_tracts_2010.cfm?PK=920303
996,930200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tract: 9302.00\nTotal Population: 0,navigatela/reports/census_tracts_2010.cfm?PK=930200
997,930401,2471,270,1848,86,7,168,3,5,84,1916,197,1450,65,5,145,3,3,48,957,900,57,Tract: 9304.01\nTotal Population: 2471,navigatela/reports/census_tracts_2010.cfm?PK=930401
998,980008,145,114,28,3,0,0,0,0,0,95,72,20,3,0,0,0,0,0,46,40,6,Tract: 9800.08\nTotal Population: 145,navigatela/reports/census_tracts_2010.cfm?PK=980008
999,980009,14,5,8,0,0,0,0,0,1,12,5,6,0,0,0,0,0,1,7,7,0,Tract: 9800.09\nTotal Population: 14,navigatela/reports/census_tracts_2010.cfm?PK=980009
1000,980010,164,23,47,1,0,92,0,0,1,136,22,37,1,0,75,0,0,1,60,58,2,Tract: 9800.10\nTotal Population: 164,navigatela/reports/census_tracts_2010.cfm?PK=980010
1001,980014,239,32,183,12,0,8,0,0,4,233,29,180,12,0,8,0,0,4,181,171,10,Tract: 9800.14\nTotal Population: 239,navigatela/reports/census_tracts_2010.cfm?PK=980014
1002,980015,554,271,109,96,3,45,13,0,17,444,182,99,90,3,45,9,0,16,420,135,285,Tract: 9800.15\nTotal Population: 554,navigatela/reports/census_tracts_2010.cfm?PK=980015
1003,980019,173,27,123,3,0,14,1,1,4,146,20,106,3,0,14,1,0,2,86,83,3,Tract: 9800.19\nTotal Population: 173,navigatela/reports/census_tracts_2010.cfm?PK=980019
1004,980020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tract: 9800.20\nTotal Population: 0,navigatela/reports/census_tracts_2010.cfm?PK=980020
1005,980021,33,2,19,0,0,9,0,0,3,26,1,17,0,0,7,0,0,1,8,8,0,Tract: 9800.21\nTotal Population: 33,navigatela/reports/census_tracts_2010.cfm?PK=980021
1006,980022,4,1,3,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,1,1,0,Tract: 9800.22\nTotal Population: 4,navigatela/reports/census_tracts_2010.cfm?PK=980022
1007,980023,8,2,4,0,0,0,0,0,2,7,2,3,0,0,0,0,0,2,5,5,0,Tract: 9800.23\nTotal Population: 8,navigatela/reports/census_tracts_2010.cfm?PK=980023
1008,980024,186,23,135,3,0,20,0,0,5,147,17,109,1,0,18,0,0,2,73,70,3,Tract: 9800.24\nTotal Population: 186,navigatela/reports/census_tracts_2010.cfm?PK=980024
1009,980026,20,1,17,0,0,0,0,0,2,19,1,16,0,0,0,0,0,2,9,8,1,Tract: 9800.26\nTotal Population: 20,navigatela/reports/census_tracts_2010.cfm?PK=980026
1010,980028,4,2,0,2,0,0,0,0,0,4,2,0,2,0,0,0,0,0,1,1,0,Tract: 9800.28\nTotal Population: 4,navigatela/reports/census_tracts_2010.cfm?PK=980028
1011,980031,1262,390,512,221,24,55,20,1,39,1251,387,509,217,24,55,20,1,38,242,173,69,Tract: 9800.31\nTotal Population: 1262,navigatela/reports/census_tracts_2010.cfm?PK=980031
1012,990200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tract: 9902.00\nTotal Population: 0,navigatela/reports/census_tracts_2010.cfm?PK=990200
